,220.4882
solethey,209.0
solfa,153.5
solfeggio,138.0
soli,107.5
solicit,142.04166
solicitation,162.0
solicitations,144.21509
solicite,94.0
solicited,169.44513
soliciting,194.21375
solicitings,102.0
solicitor,128.55597
solicitorfor,222.0
solicitorgeneral,151.375
solicitors,192.50328
solicitous,164.04794
solicitously,132.92578
solicits,130.51562
solicitude,131.19727
solicitudehad,104.0
solicitudes,240.0
solicitudesincerely,155.0
solicitus,105.0
solid,103.947235
solida,155.0
solidago,243.0
solidam,305.0
solidand,185.0
solidares,113.0
solidarity,140.34375
solidest,186.0
solidification,126.0
solidified,168.5
solidify,118.5
solidity,176.81638
solidityqualities,128.0
solidlooking,189.0
solidly,181.71484
solido,120.0
solids,168.98328
solidungular,214.0
soliicitam,139.0
soliloquise,72.0
soliloquised,126.125
soliloquising,185.0
soliloquized,146.96094
soliloquizer,137.0
soliloquizes,171.0
soliloquizing,147.75
soliloquy,138.23677
soliloquythey,301.0
soliman,133.0
solimanpasha,147.0
solingwhere,126.0
solinus,159.5
solis,158.25
solisdan,120.0
solisque,120.0
solitairesounded,159.0
solitam,217.0
solitaries,148.0
solitarily,140.0
solitariness,164.0
solitary,95.375206
solitude,111.04478
solitudeand,160.0
solitudebut,110.0
solituderest,156.0
solitudes,119.989105
solitudeshe,179.5
solitudesuch,188.0
solitudethe,202.0
solitudeutter,180.0
solitudo,122.0
soll,135.5
sollermun,127.265625
solles,151.0
sollicitant,159.0
sollicitations,127.0
solliciter,188.0
sollicitis,217.0
sollicitudines,156.0
sollicitum,240.0
sollst,100.0
solly,154.0
solo,178.26758
soloma,224.0
solomon,147.90588
solomons,97.92553
solomonverily,93.0
solon,194.97223
solongsundred,169.0
solonin,160.0
solons,141.0
solos,146.5
solr,257.0
sols,128.0
solstice,161.375
solstices,356.0
soluble,184.09375
solum,175.29688
solus,130.60333
soluta,179.0
solution,114.21445
solutioni,104.0
solutionin,112.0
solutions,215.85547
solutionto,122.0
solutiores,191.0
solutis,294.0
solvable,168.0
solvar,146.0
solvatur,120.0
solve,145.87428
solved,183.20175
solvedwhat,136.0
solvency,175.5
solvent,219.65625
solvents,105.0
solvere,175.0
solves,122.5
solvet,163.0
solving,139.18262
solvit,181.5
solvo,128.0
solymaean,149.25
solyman,119.5
solymi,91.0
som,169.0
soma,168.0
somalo,198.0
somay,196.0
somber,101.0625
somberly,260.0
sombre,184.11302
sombrealmost,242.0
sombreness,129.75
sombrero,155.9375
some,135.83438
someand,152.0
somebodies,122.0
somebody,147.7782
somebodygot,93.0
somebodyi,94.0
somebodys,130.65007
somebodythough,117.0
somebut,181.0
someday,145.83105
someer,40.0
somef,158.0
somehave,165.0
somehow,142.93564
somehowhere,112.0
somehowi,135.0
somehowperfect,154.0
somehows,145.0
somehowthough,135.0
someim,75.0
someit,162.0
somen,101.0
someone,126.26873
someonehe,201.0
someoneit,214.0
someonenot,125.0
someones,186.3847
somer,131.0
somerel,117.0
somers,99.6875
somersault,120.0
somersaults,169.125
somerset,125.020584
somersets,157.75
somersetshire,117.765625
somersetshirei,114.0
somersetshirethere,169.0
somerville,105.875
someso,128.0
somesome,200.0
somesuch,189.0
somethin,145.60938
something,143.203
somethinga,209.625
somethingan,151.0
somethingas,120.0
somethingat,197.0
somethingeven,134.0
somethingexpected,154.0
somethingfor,221.0
somethingha,150.0
somethinghas,211.0
somethinghe,174.0
somethingher,179.0
somethingi,196.53906
somethingif,203.0
somethingin,127.0
somethingindeed,176.0
somethingit,105.5
somethingjust,118.0
somethinglooked,98.0
somethingmoney,214.0
somethingmuch,140.0
somethingno,148.0
somethingnowadays,105.0
somethingoffices,215.0
somethingonly,108.0
somethingprobably,207.0
somethings,128.16797
somethingsay,113.0
somethingsettled,120.0
somethingshe,201.0
somethingsomething,217.0
somethingthat,155.5
somethingthings,141.0
somethingvery,153.0
somethingwas,89.0
somethingwhether,250.0
somethingyou,127.0
somethink,129.5
somethose,153.0
sometime,110.955505
sometimecommonplace,89.0
sometimes,151.73553
sometimesand,185.0
sometimesbut,190.5
sometimescome,87.0
sometimesgo,126.0
sometimesi,252.0
sometimesit,144.0
sometimesnot,138.5
sometimesoh,122.0
sometimesthat,98.0
sometimesthats,120.0
sometimeswe,132.0
sometimeswhen,65.0
somever,113.5
someway,145.61499
somewhar,117.0
somewhat,143.16956
somewhatit,108.0
somewhatyou,97.0
somewhere,161.09296
somewhereabouts,190.0
somewhereand,118.0
somewhereaway,110.0
somewherecome,104.0
somewherehas,75.0
somewherei,142.0
somewhereperhaps,72.0
somewheres,140.58617
somewhereseh,159.0
somewhereshe,130.0
somewheresomewhere,98.0
somewhereswell,105.0
somewherethese,99.0
somewhereto,174.0
somewherewhere,153.0
somewherewith,118.0
somewhither,114.0
sommario,140.0
somme,121.0
sommerilands,181.0
sommers,128.5116
sommersault,58.0
sommerss,161.0
sommes,121.5
sommo,126.0
somn,186.0
somnambulism,177.46875
somnambulisms,134.0
somnambulist,186.0
somnambulistic,154.0
somnambulists,161.5
somnia,142.875
somniferous,134.0
somniis,181.0
somnis,210.5
somnium,145.5
somno,139.5
somnolence,133.625
somnolent,207.70312
somnos,145.0
somnum,147.0
somnus,149.5
somthing,94.0
somtimes,117.875
son,122.34926
sonall,103.0
sonance,90.0
sonand,111.0
sonant,291.0
sonantia,161.0
sonat,122.0
sonata,179.75
sonbise,215.0
sonbut,121.25
sonchallenged,111.0
sonds,160.0
sonedward,122.0
sonere,173.0
sonetti,164.0
sonetto,115.0
song,138.2817
songand,135.0
songbird,116.5
songbirds,110.0
songbook,146.0
songbooks,133.0
songfamous,97.0
songi,146.0
songit,142.0
songjane,121.0
songmeasures,107.0
songmen,116.0
songo,121.0
songroaring,304.0
songs,160.09505
songsa,140.0
songsfor,109.0
songsmy,215.0
songsoft,169.5
songssome,144.0
songssteal,147.0
songster,127.5
songsters,135.125
songstress,181.0
songsyour,116.0
songthat,62.0
sonhe,129.0
sonher,87.0
soni,140.0
sonia,128.98615
sonias,149.42516
soniayou,145.0
sonidem,132.0
sonin,121.0
soninlaw,101.40542
soninlaws,120.75
sonitu,150.0
sonitum,124.0
sonitus,188.0
sonmore,104.0
sonmulligan,125.0
sonmy,127.5
sonnambula,128.0
sonne,122.04785
sonnerie,142.0
sonnes,116.5
sonnet,104.644745
sonneting,155.0
sonnets,104.73314
sonnetsequence,143.0
sonnez,153.71875
sonnezlacloche,89.0
sonnino,160.5
sonno,141.5
sonny,103.25
sonnydiscipline,140.0
sono,114.625
sonore,243.0
sonorous,176.15721
sonorously,132.0
sonorousness,165.0
sonot,130.5
sonothing,69.0
sonow,105.0
sons,147.65987
sonsedward,150.0
sonshow,126.0
sonsif,192.0
sonsinlaw,140.60938
sonsmy,144.0
sonsname,122.0
sonsone,79.0
sonstheir,125.0
sonsthen,133.0
sont,118.61908
sontag,155.0
sonthe,164.625
sonthen,93.0
sonthern,160.0
sonties,149.0
sonum,138.0
sonya,147.07455
sonyaif,114.0
sonyas,129.36002
sonyashould,142.0
sonyawere,69.0
sonyawho,135.0
sonyayou,180.0
sonyet,160.0
sonyour,183.5
sonza,230.0
soof,98.0
sooh,192.5
sooheohe,104.0
sooin,85.0
soom,179.0
soon,97.43123
soona,192.0
soonand,121.0
soonbecause,136.0
soonbelieving,179.0
soonbut,184.0
soone,77.0
sooner,125.11926
sooneri,154.0
soonest,138.62543
sooneven,132.0
soonhad,122.0
soonhe,163.0
soonit,123.0
soonmr,122.0
soonoh,91.0
soons,102.0
soonspeeding,126.0
soonsupposing,111.0
soonwith,187.0
soonyou,106.0
sooo,127.0
sooonya,141.0
sooooooooooong,142.0
soooop,139.625
soor,118.0
soot,165.76686
sootbegrimed,246.0
sootblack,196.0
sootcoated,94.0
sooth,84.28023
soothd,106.0
soothe,111.92392
soothed,101.077515
soothering,119.0
soothers,147.0
soothes,132.83203
soothing,139.98645
soothinghow,91.0
soothingi,157.0
soothingly,145.04865
soothingoh,122.0
soothings,125.5
soothking,201.0
soothly,162.26562
soothlytruly,227.0
soothness,78.0
soothsay,163.0
soothsayer,119.53213
soothsayers,144.33594
soothsaying,180.0
soothst,149.0
sootladen,264.0
soots,169.0
sootsmudged,113.0
sooty,123.61749
soour,129.0
sop,182.87756
sopater,131.0
sopator,104.0
sope,184.75
sopeboiler,129.0
sopeculiar,118.0
soperhaps,156.0
soph,120.71875
sophereth,126.0
sophia,121.60403
sophias,101.25
sophie,143.92838
sophiei,178.0
sophism,176.5
sophismata,110.0
sophisms,130.01562
sophist,140.1696
sophister,181.0
sophisters,172.0
sophistic,153.0
sophistical,170.75
sophisticalis,98.0
sophistically,128.0
sophisticated,145.9375
sophisticating,119.0
sophistication,206.0
sophistpoet,146.0
sophistries,185.5
sophistry,112.81836
sophists,142.12778
sophocles,144.75406
sophoclesare,124.0
sophocleswith,80.0
sophois,168.0
sophomore,230.0
sophoniah,113.0
sophron,115.0
sophronia,162.0
sophy,138.33728
sophyher,120.0
sophyi,161.0
sophynelly,129.5
sophys,171.0
sophythe,200.5
sopissime,163.0
sopitos,164.0
soporem,192.5
soporific,177.5625
sopped,148.5
sopping,201.25
sopra,150.375
soprano,108.703125
soprecious,81.0
sops,170.32812
sopus,139.0
sora,197.0
sorbier,118.0
sorbonne,160.9375
sorbonnical,112.0
sorcellerie,132.0
sorcerer,119.413086
sorcerers,155.38153
sorceress,130.21088
sorceresses,150.8125
sorceries,136.3789
sorcery,112.950485
sordid,126.207695
sordidly,121.0
sordidness,146.9375
sordidx,198.0
sore,112.58391
soreally,122.0
sorei,213.0
sorek,123.0
sorel,138.75
sorelieved,150.0
sorels,145.0
sorely,181.54617
soreness,128.90625
sorenesswhich,181.0
soreplied,266.0
sorer,142.875
sores,127.836945
soreshis,182.0
sorest,116.0
sorethroati,130.0
sorethroats,146.0
sorewounded,171.0
sorgabon,214.0
sorgue,133.0
sorgueuers,236.0
sorhaute,106.0
sorlouse,116.0
sorokina,126.87012
soroomeo,131.0
sorore,161.0
sorores,296.0
sorra,130.0
sorrel,125.28583
sorrels,155.0
sorrelthats,253.0
sorrento,185.25
sorrers,93.0
sorrier,123.15625
sorriest,226.0
sorrisi,118.0
sorrow,111.969986
sorrowblackeneddown,225.0
sorrowbut,99.0
sorrowd,89.3125
sorrowed,146.59375
sorrowest,98.0
sorroweth,106.0
sorrowful,132.13295
sorrowfuljust,106.0
sorrowfully,181.03046
sorrowhe,242.0
sorrowi,84.0
sorrowin,114.0
sorrowing,180.72408
sorrowladen,131.5
sorrows,118.46394
sorrowshe,142.0
sorrowshes,92.0
sorrowstreaming,168.0
sorrowstricken,152.0
sorrowthe,121.0
sorrowup,135.0
sorrowwreathen,145.0
sorrowyours,111.0
sorry,109.134476
sorryand,126.5
sorrybut,177.0
sorrycome,127.0
sorryextremely,138.0
sorryfor,113.0
sorryhe,136.0
sorryi,164.0
sorrylooking,156.0
sorryoh,138.0
sorryto,152.0
sorrytoloseyou,88.0
sorryvery,150.0
sors,138.5
sorsum,168.0
sort,129.90297
sortabout,142.0
sortalluding,154.0
sortance,129.0
sortand,109.5
sortant,128.0
sortare,137.0
sortattach,86.0
sortbut,101.0
sortdid,129.0
sortdividing,115.0
sorte,178.25
sorted,145.44182
sorter,123.0
sorternque,94.0
sorti,110.0
sortie,114.0
sortif,61.0
sortin,84.0
sorting,139.26248
sortita,149.0
sortle,153.0
sortlotsmost,162.0
sortno,146.0
sortof,140.0
sorts,165.65775
sortsdelightful,108.0
sortstitles,187.0
sortswhere,109.0
sortthey,133.0
sortwhich,148.0
sos,118.00586
sosaid,121.0
soshe,154.0
soshes,126.0
sosiety,175.0
sosipater,195.0
sosistratus,172.0
soso,128.3125
sosocommonplace,147.0
sosodifferent,122.0
sosohospitable,159.0
sosoi,96.0
sosolike,131.0
sosomething,94.0
sospir,108.0
sospiri,91.0
sospite,131.0
sossius,104.0
sosthenes,147.0
sosuppose,100.0
sot,121.401596
sotades,100.0
sotai,144.0
sothat,145.5
sothats,144.0
sothe,120.75
sothen,123.0
sothey,110.0
sothough,134.0
sotnya,184.0
soto,173.46875
sotomayor,174.0
sotowards,137.0
sots,118.25
sotting,146.5
sottise,132.0
sottish,126.17578
sottishness,159.0
sotto,151.375
sotwo,153.0
sou,131.78648
soubise,91.0
soubrette,202.5
soud,119.5
soudan,128.0
soufflet,101.0
souffrance,99.0
souffrante,113.5
sough,106.5
soughing,108.0
sought,121.33854
soughtafter,190.0
soughtbut,59.0
soughtest,110.5
soughthad,162.0
soughthow,73.0
soughtin,108.0
soughtst,73.0
soul,143.02399
soula,159.25
soulabsorbing,111.0
souladmiration,185.0
soulafter,165.0
soulalyosha,101.0
souland,85.625
soulange,149.0
soulard,216.0
soulatom,268.0
soulatomism,125.0
soulbearer,135.0
soulbearers,175.0
soulbeauty,78.0
soulbolts,169.0
soulbutter,113.0
soulconfirming,84.0
soulcrisis,101.0
soulcrushing,81.0
soulcurer,136.0
sould,118.0
souldeeps,118.0
souldier,112.00781
souldiers,148.79785
souldivinerturns,168.0
souldrivers,145.0
soule,133.16531
soules,112.20557
souleve,166.0
soulfearing,171.0
soulfelt,106.0
soulful,114.5
soulfully,233.0
soulgore,174.0
soulharrowing,115.0
soulhas,141.0
soulhe,127.0
soulhow,143.0
soulhunger,51.0
soulhypothesis,127.0
souli,141.0
souliers,163.0
soulin,134.0
soulinspiriting,141.0
soulis,233.0
soulit,120.0
soulits,127.0
soulkilling,188.53125
soulless,115.03906
soullife,155.125
soullike,156.0
soullo,175.0
soulmadman,139.0
soulmakes,114.0
soulmy,132.0
soulnor,121.0
soulnot,94.0
soulrad,106.0
soulreason,129.0
souls,130.4706
soulsafter,195.0
soulsall,129.0
soulsay,180.0
soulsdisons,155.0
soulshaking,239.0
soulshall,131.0
soulshow,154.0
soulsick,157.0
soulsickening,147.0
soulsor,153.0
soulssets,119.0
soulstirring,217.0
soulsto,195.0
soulsubduing,133.0
soulsuperstition,89.0
soult,148.84375
soulth,157.0
soulthan,163.0
soulthat,187.5
soulthe,162.5
soulthis,124.0
soultransfigured,229.0
soultransfiguring,173.0
soultreasure,151.0
soults,172.0
soulvexd,144.0
soulvividly,171.0
soulwail,147.0
soulwhere,150.0
soulwithered,185.0
soumise,95.0
soun,112.75
sound,97.67949
soundaeneid,126.0
soundand,120.5
soundas,165.5
soundconditioned,248.0
sounddarby,200.0
sounddeath,115.0
sounded,146.06654
sounder,145.56494
sounders,97.0
soundest,122.43872
soundeth,120.0
soundfor,193.0
sounding,132.2883
soundingboard,126.25
soundingline,89.0
soundingpole,140.0
soundings,149.61938
soundingswith,186.0
soundjudging,205.0
soundless,134.125
soundlow,167.0
soundly,152.90453
soundlyso,152.0
soundmuch,174.0
soundness,137.49902
soundnothing,121.0
soundold,104.0
soundpost,122.0
sounds,116.624176
soundsas,161.0
soundssleepy,254.0
soundsverses,226.0
soundthe,202.25
sount,195.0
soup,134.62744
soupe,141.0
souped,120.0
souper,152.0
soupir,174.0
soupirs,112.0
soupladle,206.0
soupladles,275.0
souple,139.0
soupmaker,154.0
soupmakers,75.0
soupplate,93.0
soupplates,139.0
souppot,82.0
soups,140.25
soupstock,164.0
souptureen,159.0
sour,113.137115
sourand,202.0
sourapple,165.0
source,123.72011
sourceher,177.0
sourceless,153.0
sources,147.05205
sourcesthe,159.0
sourcethe,136.0
sourcold,88.0
sourd,133.0
sourdis,137.75
soure,183.0
soured,133.72168
sourer,192.0
sourest,123.625
sourestnatured,113.0
soureyd,132.0
sourfaced,113.0
souring,118.6875
sourire,141.0
sourly,149.70447
sourness,108.90625
sours,107.5
sous,126.91769
sousd,91.0
souse,128.5
soused,152.5
sousing,147.5
sousthree,118.0
soutane,154.0
soutenir,63.0
south,130.29381
southa,189.0
southam,100.0
southampton,178.0744
southard,89.0
southardfore,162.0
southclatter,204.0
southcott,87.0
southdanes,117.875
southeast,147.27249
southeastern,137.98438
southeastward,137.125
southend,122.0
southerly,210.625
southern,157.17355
southerner,128.14062
southerners,146.8125
southernly,190.0
southernwood,222.0
southertons,161.0
southey,201.0
southeys,161.5
southgate,156.0
southing,174.0
southits,133.0
southkeep,60.0
southland,200.0
southnothing,142.0
southofengland,141.0
southpolitical,130.0
souths,144.0
southsea,117.0625
southseamens,206.0
southsouthwest,168.0
souththe,136.5
souththinking,125.0
southward,166.64421
southwardly,150.5
southwards,161.21875
southwark,190.24219
southwell,233.53125
southwest,110.6073
southwestand,79.0
southwesterly,116.5
southwestern,194.07812
southwestward,168.5
southwherever,147.0
southwhite,108.0
southwind,157.0
southyou,147.0
souvenir,126.70654
souvenirs,149.21521
souvent,171.0
souverain,156.0
souviendrai,143.0
souwester,190.0
souza,179.125
souzas,156.0
soveraign,130.17679
soveraigne,127.42355
soveraignes,188.0
soveraigns,132.49152
soveraigntie,135.84375
soveraignty,100.37097
sovereign,105.4552
sovereignan,135.0
sovereignere,111.0
sovereignest,76.0
sovereignly,139.25
sovereigns,132.22981
sovereignties,119.17383
sovereignty,121.759094
sovereignvours,81.0
soverign,106.5
soviunt,192.0
sovrano,177.0
sovreigns,123.5
sovs,140.75
sovweign,106.0
sow,140.56306
sowait,112.0
sowberry,89.0
sowcunt,190.0
sowd,156.8125
sowe,95.0
sowed,132.10495
sowedst,103.0
sower,120.82031
sowerberry,112.1411
sowerberryhell,123.0
sowerberrys,175.875
sowerberrythe,156.0
sowers,95.0
sowest,130.75
soweth,122.03015
sowfish,169.0
sowgelder,88.0
sowhat,133.5
sowhere,107.0
sowhether,158.0
sowhich,120.0
sowhorace,122.0
sowhy,118.0
sowill,122.0
sowing,157.73363
sowish,180.0
sowith,157.0
sowl,85.5
sowls,102.0
sown,137.73883
sownas,102.0
sownthis,129.0
sowpigs,169.0
sows,97.7793
sowskin,99.0
sowter,156.0
soy,206.0
soye,120.0
soyes,202.25
soyesdear,135.0
soyez,144.0
soyou,200.125
sp,157.0
spa,79.0
space,157.68082
spacea,160.0
spaced,192.0
spaceha,127.0
spacehalf,110.0
spacepenetrating,160.5
spaces,205.93085
spaceslong,147.0
spacethat,159.0
spaceto,195.0
spacewards,126.0
spacewhich,104.0
spacing,122.0
spacious,180.60556
spaciously,171.0
spaciousness,117.0
spada,168.97455
spadas,112.0
spade,137.49197
spaded,120.0
spadefuls,163.0
spademan,194.0
spademans,96.0
spadepole,142.0
spades,159.31676
spadesthe,98.0
spadestill,175.0
spagna,244.0
spagni,179.125
spahis,136.42969
spahisand,195.0
spahr,152.0
spain,130.49655
spaina,171.0
spainis,80.0
spains,146.0
spainwas,258.0
spake,119.48806
spakefriars,127.0
spakest,96.76709
spakst,111.5
spallanzani,218.25
span,103.55576
spancounter,117.0
spangenberg,145.0
spangle,108.5
spangled,137.27841
spangledthe,122.0
spangles,222.34375
spangling,181.0
spaniard,113.765686
spaniardbut,125.0
spaniardi,107.0
spaniardits,99.0
spaniards,118.738144
spaniardto,133.0
spaniel,173.70969
spanield,46.0
spanielfawning,191.0
spaniellike,116.0
spaniels,219.0
spanish,129.42224
spanishamerican,146.5
spanishbrown,114.0
spanishliquoricewater,230.0
spanishlooking,158.0
spanishly,90.0
spanishmoorishsaxon,190.0
spanishpouch,252.0
spanishspeaking,85.0
spanishy,153.5
spank,136.0
spanked,103.0
spanker,155.6875
spanking,146.78125
spannd,108.0
spanned,152.60938
spanners,231.0
spanning,149.25
spans,138.25
spar,145.3086
spard,123.3125
spare,125.9801
spared,149.99869
sparedbut,145.0
sparedby,201.0
sparedhorace,44.0
sparely,192.9375
sparelyscattered,131.0
spareness,131.0
sparer,157.0
sparerib,220.0
spareroom,140.40625
spares,137.19531
sparest,155.0
spareth,72.875
sparewhom,120.0
spargapises,186.0
spargere,159.0
spargo,317.0
sparing,122.25426
sparingly,130.99695
spark,152.43156
sparking,93.0
sparkle,92.33887
sparkled,107.21049
sparkles,118.1817
sparkling,161.06284
sparklingly,197.0
sparks,119.54236
sparkwhich,101.0
sparred,170.5
sparrer,155.0
sparring,130.0
sparrow,79.65981
sparrowfarts,219.0
sparrowhawk,149.5
sparrowhawks,322.0
sparrows,131.93561
spars,149.4808
sparsa,176.0
sparse,111.5
sparsely,133.625
sparta,160.55446
spartacus,136.25
spartan,128.61356
spartanlike,167.0
spartans,133.75395
spartas,130.78125
sparte,321.0
spas,166.5
spasm,157.28403
spasma,96.0
spasme,191.0
spasmodic,172.68132
spasmodically,190.90332
spasms,176.39453
spasski,114.0
spat,113.68882
spatchcocked,147.0
spate,103.0
spates,265.0
spatio,137.0
spatioque,190.0
spaton,168.0
spats,144.0
spatted,224.0
spatter,186.0
spatterd,163.0
spattered,186.16962
spattering,136.0
spatters,134.0
spatting,107.0
spatulate,178.0
spaugs,187.0
spaulding,175.76562
spauldings,186.0
spavin,156.0
spavined,134.5
spavins,157.0
spawn,214.71875
spawnd,93.0
spawned,188.0
spazieren,74.0
spe,164.1919
speak,113.61557
speaka,157.25
speakand,139.125
speakare,135.0
speakat,80.0
speakaye,149.0
speakbecause,163.0
speake,111.67578
speakeasy,78.0
speaker,107.99129
speakerfierce,173.0
speakerof,133.0
speakers,94.38626
speakes,99.0
speakest,167.50656
speaketh,110.00237
speakhis,92.0
speaking,118.538086
speakingand,162.0
speakingattach,194.0
speakingbecause,138.0
speakingbesides,88.0
speakingduring,178.0
speakinghe,165.0
speakinghow,110.0
speakings,127.0
speakingstating,168.0
speakingthats,155.0
speakingthis,145.0
speakingtrumpet,151.0625
speakingtrumpets,131.0
speakmeasles,211.0
speakmy,125.0
speakoh,124.0
speakone,99.0
speakpray,116.0
speaks,98.689514
speaksi,108.0
speakst,120.24382
speaksthe,169.0
speaksure,146.0
speakt,105.5
speakthat,154.0
speakwhen,85.0
spear,118.76286
spearcarrier,134.0
speardanes,118.5
speardanish,147.0
speared,104.0
speargrass,142.0
spearheads,88.0
spearhero,190.0
spearing,110.5
spearings,111.0
spearmen,150.0
spearmint,145.0
spearpaddle,212.0
spearpoints,219.0
spears,113.03657
spearsidem,130.0
spearsmen,113.0
spearspikes,131.0
spearstand,132.0
spearstood,140.0
spearvaliant,95.0
spec,134.15625
speca,182.0
specalatn,142.0
specchia,135.5
special,199.8335
specialblest,190.0
specialcapacity,162.0
specialist,131.02148
specialists,161.5
specialities,149.25
speciality,130.375
specialization,140.0
specialize,118.0
specialized,217.5
speciall,129.80464
specially,146.7634
specials,150.0
specialties,133.0
specialty,114.39795
specialtymust,192.0
specie,158.51953
speciem,202.5
species,123.20675
speciesin,176.0
speciespreserving,295.0
speciesrearing,362.0
speciessuch,166.0
speciesthat,97.0
speciewe,197.0
specific,197.99963
specificae,139.0
specificall,202.625
specifically,115.71387
specification,169.92969
specifications,207.0
specifics,117.0
specified,149.62503
specify,162.52051
specifying,142.5
specimen,123.11905
specimens,136.50858
specimenshis,169.0
speciosum,158.0
speciosus,159.5
specious,140.41026
speciously,129.5
speck,144.49081
specked,132.0
specking,154.0
speckled,152.05832
specklelegged,238.0
speckles,164.0
speckless,185.0
specklyheaded,147.0
specks,166.23291
specksioneer,156.0
specksynder,129.5
speclated,101.0
specs,149.9375
spect,94.73242
spectable,170.75
spectacle,104.00366
spectaclecase,199.5
spectacled,142.89062
spectacleglasses,192.0
spectaclehow,173.0
spectaclemark,239.0
spectacles,134.80916
spectaclesad,132.0
spectaclescould,75.0
spectacleseneca,98.0
spectacleskind,119.0
spectaclesome,184.0
spectaclesthe,138.0
spectaclesthus,170.0
spectacula,177.5
spectacular,154.64062
spectacularly,207.0
spectaculis,139.0
spectant,117.0
spectare,134.5
spectat,148.0
spectations,119.0
spectator,111.64762
spectatordom,134.0
spectatori,136.0
spectatornot,134.0
spectators,166.64676
spectatorship,107.0
spectatorsromans,154.0
spectatorthat,107.0
spectaturus,76.0
spectavi,206.0
spected,171.24219
spectent,148.0
specters,154.5
spectful,84.0
spectin,119.0
spectra,147.0
spectral,125.37404
spectrally,127.5
spectralness,136.0
spectre,125.865295
spectrelike,139.0
spectres,143.22285
spectresthe,162.0
spectrethe,152.0
spectroscope,77.0
spectrum,155.34375
spects,108.90234
speculate,107.685074
speculated,145.125
speculates,150.4375
speculating,157.91919
speculation,178.67862
speculationall,122.0
speculations,174.23529
speculationthe,156.0
speculative,127.8613
speculatively,101.0
speculator,92.98047
speculatorem,204.0
speculators,187.1211
speculum,145.75
sped,153.91853
spedwhither,74.0
speech,145.58105
speechan,196.0
speeches,187.40897
speechesinfected,86.0
speechesone,220.0
speechesthey,176.0
speechgifted,109.0
speechhe,124.0
speechi,130.5
speechify,137.0
speechifying,119.25
speechiliad,261.0
speechless,158.56769
speechlessly,220.5
speechmaking,108.0
speechthat,125.0
speechwhich,198.0
speed,143.5509
speeded,116.0
speedier,169.625
speediest,108.625
speedily,120.519714
speediness,86.0
speeding,140.28284
speedpills,188.0
speedpoor,199.0
speeds,106.333954
speedsancho,156.0
speedshe,126.0
speedtheir,160.0
speedto,138.0
speedwell,189.0
speedy,104.12015
speedylooking,183.0
speeeed,126.0
speens,150.0
speer,89.5
spell,163.63522
spellbound,163.91646
spelled,127.64014
speller,114.0
spelling,140.50037
spellingbee,145.0
spellingbook,159.17188
spellingbooks,143.0
spellings,131.0
spellingthat,81.0
spellingto,131.0
spellproof,147.0
spellright,112.0
spells,177.539
spellstoppd,168.0
spellthe,159.0
spellwith,155.0
spelman,139.0
spelt,136.50098
spem,52.0
spemque,153.0
spen,117.0
spence,122.75
spencelagh,135.0
spencer,219.21394
spencerbegins,145.0
spencers,181.375
spencervale,136.59375
spences,165.0
spencethat,119.0
spend,126.00737
spenda,234.0
spenders,104.0
spendervirginity,182.0
spendest,131.0
spendeth,129.75
spending,112.81093
spendinglift,159.0
spendingoh,376.0
spendingpoint,158.0
spendings,154.04688
spendingshe,145.0
spendor,117.0
spends,101.68891
spendst,102.0
spendsthen,171.0
spendthanking,139.0
spendthrift,152.67874
spendthrifts,146.875
spendthriftsi,132.0
spendwhat,139.0
spenser,191.0
spenspenspending,65.0
spent,126.733955
spentperhaps,116.0
spentsome,127.0
spera,96.0
sperabitur,173.0
speranski,192.49109
speranskis,186.16138
speranskithe,143.0
speranskiwas,267.0
speranzas,262.0
sperare,112.0
sperat,98.0
sperato,95.0
spercheius,120.0
sperchius,128.5
sperd,135.0
spere,143.0
spered,215.25
speremus,155.5
sperhawk,243.0
speriamo,167.0
sperits,125.0
speritsbecause,150.0
sperm,157.3587
sperma,109.0
spermaceti,141.09357
spermacetic,151.0
spermacetti,128.75
spermand,138.0
spermatic,161.625
spermatized,57.0
spermatizing,144.0
spermatozoa,225.5
spermed,95.0
sperming,107.0
spermlined,98.0
spermoil,159.0
spermpools,144.0
sperms,155.0
spermsarah,171.0
spermsoiled,95.0
spermwhale,175.5
spermwhalemen,161.0
spermy,119.25
spernit,183.0
spero,125.25
sperr,152.0
sperrin,177.0
sperrit,128.43164
sperrits,156.0
spes,141.0
speusippus,134.59375
spew,115.0
spewed,135.5
spewing,115.0
spezia,79.0
sphaereus,140.0
spherd,106.0
sphere,112.31803
sphered,205.0
spheres,156.28809
spheresto,102.0
spherethe,102.0
spherical,145.96094
spheroid,157.0
sphery,128.0
sphincter,152.61255
sphingeswhat,136.0
sphinx,119.535355
sphinxes,143.15625
sphinxlike,153.0
sphodrotaetos,119.0
sphynx,117.0
sphynxes,182.0
sphynxlike,180.0
sphynxs,116.0
spica,157.0
spice,97.63738
spiced,129.56384
spicegardens,172.0
spicery,127.0
spices,140.43356
spicin,70.0
spiciness,101.0
spick,158.0
spicula,232.0
spicy,142.35156
spider,109.483246
spiderlike,120.5
spiders,148.49057
spiderweb,127.0
spiderwebby,152.0
spidery,123.0
spiderylooking,149.0
spie,68.0
spied,155.46176
spies,145.90433
spieth,134.0
spiffing,187.0
spightfully,168.0
spigot,130.5
spiies,78.0
spiiies,103.0
spike,90.458984
